,0,1,2,3
324,angra,Temple of Shadows,Sprouts Of Time,"I lay my eyes in the past
From the first day to the last
Several things we had to learn
Countless mistakes from times of yore

Now we restart, we recreate
Your present is your fate

Don't turn your backs on mankind!
Only yourselves you wanna save
Ignorance burns just like a fire
Consuming people on its flame

Fellow creatures, so wonderful!
So different and so grand

Sprouts of time
The roots evolving
The seeds for the future
Were scattered yesterday
Tomorrow's harvest field we plant
Today
Your crown will ever last
The tall trees of life

(Life experience)
Break your shell reach the light!
(Mind and sould)
Find your path to the skies
(Will come around on a thunder sound)
Raging with power and fury the new
Born world

Sprouts of time
The roots evolving
The seeds from the past
Branching out
Growing forever

Hands on heart
Embrace each other
The dances, the faces, the smiles
Behind the past

New seasons bring the chance
To start again
Tall trees will ever last
The circles of life"
325,angra,Temple of Shadows,Morning Star,"Dawning time
Lights a new beginning
On the shadows of your eyes
Hurts inside
Wounded heart is healing
After all you will survive

All the time I was lost in the desert
Counting what was left from the
Illusions in my mind
Hopeless fights
Foolish thoughts we were in heaven till we die, oh!
Death will bring us back where we belong
Now you must decide before the
Dawn is brightening up the day
Announcing in the sky the Morning Star

Nothing left to lose
I am going on my way tonight
(On my way and...)
Shouting to the moon
I'll be roaming till I find the Morning Star - Oh!
Another chance you waste
I'm the owner of my days
I'll be howling through the night till the end of time.

Look out!

All this time I was lost in the desert
Got to get away!
Now I must decide before the
Dawn is brightening up the day
Announcing in the sky the Morning Star!

Nothing left to lose
I am going on my way tonight
(On my way and...)
Silent like the moon
I will wonder till I find the Morning Star - Oh no!
Another chance you waste
'Cause I'm going on my way tonight
(On my way and...)
Shouting to the stars
I'm the owner of my days
I'll be howling through the night till the end of time. Oh!
End of time!
Shouting to the stars!"
326,angra,Temple of Shadows,Late Redemption,"You wasted all your chances
To find yourself lost and lonely
Were so foolish
You were selfish
Much too blind to realize
You messed up your own life...

Eu vou contando os dias
E já, já não tenho medo
Eu lhe peço
Eu imploro
Quando a minha hora chegar
Meu descanso minha paz

Cante uma canção desconhecida
Posioning with hope
The hearts around you
Plante mais lembranças na sua vida
Death is calling you
(Now or never!)
Nada além do amor é o que parece
Please the ones you love
Before you miss'em
Toda a minha dor na minha prece
Win my chances back cause
Life is short but it's never late!

(Tempo que passou)
It's time to find Redemption
(Não vai mais voltar)
Only love defies the Resurection
(Tudo que se foi)
Mark my words: God's abandoned this
World!

Would I live again?
What's the new religion? Yeah!
And what shall be the bread?
Really I don't give a damn!
Never wanna live again
In this vain emotion
Over for me!

Sing a lullaby now I remember
(Tempo que se foi e não se esquece mais)
Memories are twisting in my mind
Win my chances back
Cause life is short but it's never late

(Tempo que passou)
It's time to find Redemption
(Não vai mais voltar)
Only love defies the resurrection
(Tudo que se foi)
Mark my words: God's abandoned this
World!
(Toda a minha dor)
My destiny is over
(Nunca vai voltar)
And this hope above your
Comprehension
(Tempo que se foi)
Is the love you've been dreaming so
Long
Over for me.
Nunca...
...Tudo se acabou."
327,angra,Temple of Shadows,Gate XIII,"<span style=""padding:1em""><img alt=""TrebleClef"" class=""lzy lzyPlcHld "" data-image-key=""TrebleClef.png"" data-image-name=""TrebleClef.png"" data-src=""https://vignette.wikia.nocookie.net/lyricwiki/images/1/1e/TrebleClef.png/revision/latest/scale-to-width-down/30?cb=20090423154754"" height=""68"" onload=""if(typeof ImgLzy==='object'){ImgLzy.load(this)}"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" width=""30""/><noscript><img alt=""TrebleClef"" class="""" data-image-key=""TrebleClef.png"" data-image-name=""TrebleClef.png"" height=""68"" src=""https://vignette.wikia.nocookie.net/lyricwiki/images/1/1e/TrebleClef.png/revision/latest/scale-to-width-down/30?cb=20090423154754"" width=""30""/></noscript></span> Instrumental"
328,angra,Aurora Consurgens,The Course Of Nature,"Across the ages the world has been
Changing, it's drifting in space

The rest of you that still remain
Guarding your memories, now sleep

Running fast you're only
A flash inside the pan

Life will never
Never be the same
Time runs over
The course of nature's way

Spinning around you
Millions of screams
Deafen all your sanity

Fast decay, no delay
Minutes are lost in sublime

Running fast you're only
A flash inside the pan

Life will never
Never be the same
Time runs over
The course of nature's way

All day you feel lonely
Cause you know
The years have gone by
They'll never come again

Life is overrated
But who will ever know

Life will never
Never be the same
Time runs over
The course of nature's way

Life will never
Never be the same
Time runs over
The course of nature's way"
329,angra,Aurora Consurgens,The Voice Commanding You,"War games inside your brain
You got to fight alone
Falling back, your sanity has gone

Why'd you ever think that you could run away from pain?
Sorry man, your tries were all in vain

Wandering 'round like a phantom in the dark
And you're waiting for the night to come
Lunacy attacks and you struggle to hit back
You'll be waiting for the morning sun

I'm the voice commanding you
Divided we're nothing - united we're breaking the rules
I'm the voice commanding you
Someday the madness will loose control... Over you

Dreaming on, you can fly in a never-ending story
Where the sun will shine every passing day
Free your mind, let your spirit go free into the night
Let the minutes be gone and fly away

Coming in and out the confusion in your mind
Going crazy as the night moves on
Playing with your head now you're wishing to be dead
And you're praying for the dawn to come

I'm the voice commanding you
Divided we're nothing - united we're breaking the rules
I'm the voice commanding you
Don't let the madness assume control
Over you, over you, over you

I'll be there reminding who you are
All the time with no escape
You look inside the voice is calling you
Take your chances it's never late

I'm the voice commanding you
Laying down the law
Divided we're nothing - united we're breaking the rules
I'm the voice commanding you
Can't make me go away... I'm over you

I will never surrender

I'm commanding you
Laying down the law over you
A border line
That you can't hide
The voice commanding you"
330,angra,Aurora Consurgens,Ego Painted Grey,"I feel the pain but I'm afraid to cry
All the time, desperate hiding tears
My life is boring and I count the days
On and on, woe is here to stay

Only if God would show a sign for me
Oh... Only if God could hold my begging hands

This endless torture's building up my rage
Holding on, hide my agony
I'm getting weary just to be alive
All I want is help!

So, you dove into the dark beyond yourself?
Lost your way to find the surface once again
Insomnia will kill all your solemn nights... Oh!
Haunting your despair!

Sorrow made your life a living hell
Lights are fading
Caught inside the black-holed inner-self
Ego painted grey...

Insomnia will hold pleasures in a shell
And your defiant stare!

Sorrow made your life a living hell
Lights are fading
Caught inside the black-holed inner-self
Ego painted grey..."
331,angra,Aurora Consurgens,Breaking Ties,"Into my mind
It all came closer again
Things that we say
Sometimes throw the reason away

And I know I've been less than a man
There's a burning inside me since then

I have cried for you
Lost my pride for you
Now that you are gone
I can see the sun
I have lied to you
I have tried to do
What you want me to
What a perfect day to throw it all away

Feelings disguised
Are now coming to new life
So many tears
That have fallen down through your eyes

I am only the shell of a man
There's a burning inside me since then

I have cried for you
Lost my pride for you
Now that you are gone
I can see the sun
I have lied to you
I have tried to do
What you want me to
It's a perfect day to throw it all
A perfect day to throw it all away

Wasted time, nowhere left to go
Peace of mind is what I find today
Breaking ties from this lies you know
Life has no meaning
When you're out with me
So don't let it go, you'll never know
How many days and nights

I have cried for you
Lost my pride for you
Now that you are gone
I can see the sun
I have lied to you
I have tried to do
What you want me to
It's a perfect day to throw it all away"
332,angra,Aurora Consurgens,Salvation Suicide,"Wishing to be dead when hope is gone
Depreciating life when the days are looking bad

Sick of being alive when everyone is vain
Lost your hopes and now you fight against depression

Cause life's hard for everyone just look all around you
So why squander all your power on self-destruction

Too proud to make amends
Your faith, it all depends - hold on tight...
Too scared to be alive?
Salvation suicide calling me!

A long way to hell

My spoiled paradise has met this dead end
'Cause I live my life all on my own with pride

Too proud to make amends
Your faith, it all depends - hold on tight...
Too scared to be alive?
Salvation suicide haunting me!

Get out of my way!
Get out of my way!
On my way to hell"
333,angra,Aurora Consurgens,Window To Nowhere,"No doubts!
You're the result of the chances you take
Face the circumstance!

Have you become who you wished to be?
Resigning to what you loved and cared

There's no way out!
Memories will come to remind you some day
How it could have been

Through every door you will step in
Another choice you're stuck between
Don't look back. Just make your way ahead

A window to nowhere
The void in which I stare
Now that I've come so far where do I go from here?

Decision just came in time
A new door is open
You have to go again... decide!

You finally realize
The whole world you're facing
The window of your life... good bye!

A window to nowhere
Wide-eyed in great despair
Now that I've come so far where do I go from here?

Life is drowned in fears
The river of my tears
Please hold my trembling hands before I go insane all again"
334,angra,Aurora Consurgens,So Near So Far,"Look at my face
Scars won't deny

Alone again
I start to cry

Staring at me
Too blind to see

Open arms
For all I give
For all I take
Inside of your heart
So near so far

I'm just a boy... like you

Oh! Father I pray
For your charity
Wisdom for life
Was all I needed
Was all I wanted
To share with you

You know my heart
Was not disguise
Waiting for you
So stay with me

I'm now a man! You know!

Come! Take a chance
And give it all
No harmful winds
To whisper for

Life is short, you know
We can regret
Healing wounds always help us to redress
And with you I learned to live

Come! Take a chance
And give it all
No harmful winds
To whisper for

Our time is short, you know
Must we still regret?
Healing wounds always make time to redress
And I love you more each day"
335,angra,Aurora Consurgens,Passing By,"Home you go tonight
To break the sound of tears
Life's fading
To keep the world away
Is not enough to ease the pain

Time is passing by...
Time is passing by; I see it in your eyes

Fire burns inside
A light that's caught between
Night and day
Sun's been set to die
The supernova in your mind

Time is passing by
I see it in your eyes, I see it in your eyes
Time is passing by
I see it in your eyes, I see it in your eyes
They tell me all!
You can't deny
It's in your eyes

Visions disappear
Memories of a dream
Surrender
Give them to the wind
Deny your sorrow, live again

Time is passing by
I see it in your eyes, I see it in your eyes
Time is passing by
I see it in your eyes, I see it in your eyes
They tell me all

Time is passing by
I see it in your eyes, I see it in your eyes
Time is passing by
I see it in your eyes, I see it in your eyes

They tell me all!
You can't deny
You know you tell me lies"
336,angra,Aurora Consurgens,Scream Your Heart Out,"Shaken out of liquid dreams you're under
The hellfire-red, insane nightmares
Is coming back inside
Patiently you walk again
Through the lane of a sandman's pain
Inner urge, tough beliefs
Is the way to a land of free

Howling strong
Shouting loud
The fear should be cast out now!

Awoken from a eternal sleep
You're trembling
In deadly black
With painful eyes
Delusion is back inside

Cry for more
To be sure
And find your own real truth

Let your heart out, put your soul in it!
Time to fly away and let your mind go free
No denying what this life should give
From mistakes you learn to forgive

Scream your heart out! Dig your soul in it
Time to fly again and let your mind go free

No denying what this life should give
Building dreams of your hope is the key
Feel the truth of your heart to relief
From your dreams you will learn how to live!"
337,angra,Aurora Consurgens,Abandoned Fate,"Silent talks
In a cold room, lost
Thoughts are gone
I'm alone

Wonder why
Why the faults were mine

Should I promise this?
Day by day
I need you
Hold you

Can't my eyes just tell?

Claim for pain
Was it all in vain?

New sad days to come
Many smiles we've done
Mourning face
In an abandoned fate

My mind is blind
But I still believe
The truth in shadows
Lies ad me

Don't take my freedom
Is all I've got
Can't force my reason
For lovers knot
I'm lonely and lost

Don't mistreat me
Don't dismiss me
In joy and sorrow

Find a meaning
Keep on dreaming
It is so hard to learn

Here I stand
In a castle of sand
Who can help me then?"
338,angra,Aurora Consurgens,Out Of This World,"So now I see
How nice it could be
To rocket through the star
Like a fire bullet through the sky

Beautiful sight
Silent and bizarre
Wonder where you are
Rocket like a bullet through the sky
Circling on orbit through the night

Peace of mind - not so far away
Till I find my way back home
So close to me
Reaching out - to learn how good life is
Living in a world like this
So close to me
Our blue marbles just a grain of sand
And the universe is waiting for us there

Out of this world
Into the darkest night
Hoping that I'm not alone
People are lost on that solid ground
And there's something I want you to know
We are slowly destroying this world
No other planet
Nowhere is better than here
Into the night

Out of this world
Spinning around the night
Seeing the people so small
I see how much we have screwed our lives
And there's something I'm trying to say
There'll be no second chance for our race
Circled horizons
Staring at our lonely world
Into the night
Like a fire bullet through the sky
When I find my way back home"
339,angra,Aqua,Viderunt Te Aque,"<span style=""padding:1em""><img alt=""TrebleClef"" class=""lzy lzyPlcHld "" data-image-key=""TrebleClef.png"" data-image-name=""TrebleClef.png"" data-src=""https://vignette.wikia.nocookie.net/lyricwiki/images/1/1e/TrebleClef.png/revision/latest/scale-to-width-down/30?cb=20090423154754"" height=""68"" onload=""if(typeof ImgLzy==='object'){ImgLzy.load(this)}"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" width=""30""/><noscript><img alt=""TrebleClef"" class="""" data-image-key=""TrebleClef.png"" data-image-name=""TrebleClef.png"" height=""68"" src=""https://vignette.wikia.nocookie.net/lyricwiki/images/1/1e/TrebleClef.png/revision/latest/scale-to-width-down/30?cb=20090423154754"" width=""30""/></noscript></span> Instrumental"
340,angra,Aqua,Arising Thunder,"Time for your reflection
What's the promise you have made?
Destruction of your pride
And reconstruction of my name

You betrayed me where's your bravery?
Now you face your doom
Your fate will be traced by the spear
That went tearing through

When you hear the winds of revenge

All of the distance and the chains
You put around my damned soul
Right now it's all finished
I'm just building your new world

While you navigate in peace
And glance at lands you will control
Bewitched you cannot see the route
And hell where you will go

When you hear the winds of revenge
You will see the goddess crying
And the boats will sink and now you play my secret game

Arising thunder!
Welcome to me, you fall alone
Stand up and face me in a fight
Drowning in tears deep in the storm
Once again, once again!

Go!

Look Out!

When you hear the winds of revenge
You will see the goddess crying
And the boats will sink and now you play my secret game

Arising thunder!
Welcome to me, you fall alone
Stand up and face me in a fight
Drowning in tears deep in the storm
Once again!
Push!
Once again!"
341,angra,Aqua,Awake From Darkness,"Out in the dark I roam
Onward to meet my fate
Time's an illusion today
Away from all I know
A frail that is filled with pain
Feeling the lifeless taste ahead
I wish for no more than air

Flashes of clearness cross my eyes
Disclosing power
The tides will hurry my return
Now in the blackness I see light
I will not cower
I contemplate life with helpless faith
Master of my design I am
Awake from darkness

Pages of wisdom turn
Mind over matter reigns
My fear won't lead me astray

I seek the quiet night
Over the crushing waves
I imagine thoughts on golden rays
And days when I'll rise again

Flashes of clearness cross my eyes
Disclosing power
The tides will hurry my return
Now in the blackness I see light
I will not cower
I contemplate life with helpless faith
Master of my design I am
Awake from darkness I am
Awake from darkness

A broken dignity
An upsurge soon to be
Within these books I find my hope
And liberty

Flashes of clearness cross my eyes
Revealing power
The tides will hurry my return
When in the blackness I see light
My soul won't cower
I contemplete life with helpless faith
Staring into a brighter day
I see the fields which once were black
Master of my design I am
Awake from darkness I am
Awake from darkness,"
342,angra,Aqua,Lease Of Life,"Where do you come from?
I hear an angel song
It seems to be a call
Eros's chant of love
Take me through the storm

When you came from afar
It took so long
Spirit brought me life
A passion at first sight
Lend thy hand. My heart

Nymphs dance around the isle
A phantom screams and haunt me all the time
Then you come!
Like an angel from the skies
Princess of my dreams.
I wonder why You are gone
Someday you'll return.

Where do you come from?
Faraway? Beyond?
Virgin as a diamond
Precious like a child
Lend thy hand. My heart (repeat x5)

We've got to believe we'll join our lives
Over the vengeance, treason and lies
We can be one
We can restart

Forgive my mistakes
(Time will tell)
Forgive my mistakes
Someday!

Since I arrived on this shore
I've seen all my past (Someday)
A new force come from the source
A new lease of life"
343,angra,Aqua,The Rage Of The Waters,"Rise of the Tides
Breaking the Hush
Far in the distance it's heard
Watery eyes, feelings disturbed
Face the troubled waters

Soaking the earth, kissing the sand
Your feelings seem to overflow
Running in streams, out of control
A wave is on its way
It will collide against your soul
When your fears are all tumbling in disorder
In the ocean of new emotions

In the rage of the waters
Wild surging
Transformations
Moulding our lives
It's the age of the waters
Stirring up the patterns of our minds

So long, it took me to learn
Surging waves can take all your hope
But when the torment ends, comes the calm
There's no reason to despair, no!

In the rage of the waters
Wild surging
Transformations
Moulding our lives
It's the age of the waters
Stirring up the patterns of our minds

In the rage of the waters
Where the tides are turning
Feelings are running
Moulding our lives
It's the age of the waters
Boiling the fears we've kept inside
Changing the direction of mankind"
344,angra,Aqua,Spirit Of The Air,"Deep in the ocean, mermaids are crying*
Oh Lord
King of the thunder, magic surrounds you
Oh Lord

On the island,
Land of the elves of hills,
Ariel's winds
Blow the sails into a war

Before you can say ""Spirit! Come and go!""
My Lord
I'll bring the tempest, I won't even question
I'll be gone in a trip of a toe

Inside your rage
Now I'm trapped again
Cloven pine was my prison for a decade

Groves and standing lakes
Island of dreams where you reside
Spirit of the air
You throw your tricks and spells
And Claim for your freedom once denied
It's no good to watch the skies
Through someone else's eyes

I'm a soul of freedom
Lord of wisdom
A creature of nature
I drag'em to the ocean

Groves and standing lakes
Island of dreams where you reside
Spirit of the air
You throw your tricks and spells
And claim for your freedom once denied
It's no good to watch the skies
Through someone else's eyes"
345,angra,Aqua,Hollow,"Enchanted by fierce desire
Souls consumed with haunting fire
An empty guarantee
A stolen freedom

Deceptive illusions rise
Take the chance to mend your pride
Been tortured and humbled
Never again

Lost in a maze of sounds
Clarity escapes
The whispers chase you away
Numb and unaware

Hollow, the world where you belong
Lies you have believed for far too long
Laid low, life has come undone
Nothing stays the same, for time is all you own
All you own

Under a cold dead sky
In the sea you'll learn what you must be
Stretch for hell as you seek revenge
Bear the scars of your inhuman rage

Lost in a maze of sounds
Clarity escapes
The whispers chase you away
Numb and unaware

Hollow, the world where you belong
Lies you have believed for far too long
Laid low, life has come undone
Nothing stays the same
For time is all you own
Empty spirit, hollow soul"
346,angra,Aqua,A Monster In Her Eyes,"I always was a lower being.
Not much.I'm just a beast
You might think I'm the lowest of the low
But there is something you should know.

Long before you came
You'd have found me here.
And never begged for your help
This old land will be mine once again
And all my sacrifice will be worth the price
And never again I'll be a monster in your eyes

You took my freedom:
And shaped it into your servant.
You taught me your tongue.
Denying me the word.
Lord o'mine for so long.
Now comes the time to regain
My land and Miranda will see
All my sacrifice will be worth the price
And never again I'll be a monster in her eyes
I'll be a monster in her eyes

Please.Be not afeard
By this isle's sounds in your ears
When I have awaked.
After a long sleep

The clouds I was dreaming
I cry to dream of again...

Lord o'mine for so long.
Now comes the time to regain my land
Now comes the time to regain
My land and Miranda will see
All my sacrifice will be worth the price

Forever I'll say.
My stolen paradise.
Will be worth the price and no longer
I'll be a monster in her eyes

I'm just a monster in her eyes

Posted by Thomas Cima (on facebook)."
347,angra,Aqua,Weakness Of A Man,"By the shore, on an island
I can hear, our sea of sorrow
With no harm with no disgrace
I am planting the seeds of tomorrow

In my circle I will reign
I was left behind betrayed,
Oh yeah!

Dark backward, abyss of time
Right in front of my eyes
Evil nature destroyed my trust
All their scheming will end up as dust

In my circle I will reign
I will rise against my enemies

Now come away to your master
Bring throught the air all your magic

I'll bless and curse you till the end
Set your whole self aflame

Foolish visions in my angry dreams
Bringing vengeance to my shore
Now my wisdom shows a different scene
There is not love for us all.

All this time my mind was in the past
Furious footprints in this sand
Now living has revealed at last
All the weakness of a man

Turbulent tides
All the waters seem so rough
Keep your faith because the calm will return

I've been longing for this tide to turn
Bringing vengeance to my shore
Time has passed and this is what I've learned
There is not love for us all

All this time my mind was in the past
Angry footprints in this sand
Now living has revealed at last
All the weakness of a man"
348,angra,Aqua,Ashes,"Our evils now are ending
We were actors, we were spirit
Melted into air
Now I left my spell.

Forgivness I embrace
Heaven send hell away
All my life as a dream with open minds I'll restart.

I was blind and deaf until the day
Of wave became.
I have faith in evil, in his balance of the blame
All this world around I created on my own
And now it's time to free this island and be gone.

All my life, like ashes in my hand
Now forgive me prosper till the end
The magic of storms I'll feel in my heart
Like a blaze.

Time, now it's time
Feels like ashes
All my life
How the stars.

I was blind and deaf until the day
Of wave became
I have faith in evil, in his balance of the blame
All this world around I created on my own
Now it's time to free this island and be gone.

Lay a mercy on my enemy
I'll forgive them even across the sea
We are such a stuff, as dreams are made of
Set me free.

I'll carry on, carry on
Tell me, is my start?
We are such a stuff, as dreams are made of
And I'm gone."
349,angra,Aqua,Lease Of Life,"Where do you come from?
I hear an angel song
It seems to be a call
Eros's chant of love
Take me through the storm

When you came from afar
It took so long
Spirit brought me life
A passion at first sight
Lend thy hand. My heart

Nymphs dance around the isle
A phantom screams and haunt me all the time
Then you come!
Like an angel from the skies
Princess of my dreams.
I wonder why You are gone
Someday you'll return.

Where do you come from?
Faraway? Beyond?
Virgin as a diamond
Precious like a child
Lend thy hand. My heart (repeat x5)

We've got to believe we'll join our lives
Over the vengeance, treason and lies
We can be one
We can restart

Forgive my mistakes
(Time will tell)
Forgive my mistakes
Someday!

Since I arrived on this shore
I've seen all my past (Someday)
A new force come from the source
A new lease of life"
350,angra,Secret Garden,Newborn Me,"There was a point when I was there
Where I didn't want to be
But I was there escaping from
A place I've been before

I was myself, I was in me
And from where I see and feel
I saw a man who was afraid
Of who he wished to be

Nighttime is taking longer
My hope will save me from despair
Dragging me out of hell

Hold on, the miracle of life
Will never be defined
Calm down, the minute you find love
You're facing the light!

When I think I'm going deep
I'm really going hollow
I can see a newborn me
Emerging from the bottom

The two sides of my brain
Engage into a fight
For the right the left is wrong
And for the left the left is right!

The nightmare is growing stronger
My hope will save me from despair

Hold on, the miracle of life
Will never be defined
Calm down, the minute you find love
You're facing the light!

Angels are calling out my name
I'm so afraid now
How can I know if I am sane
Or going mad?

Hold on, the miracle of life
Will never be defined
Calm down, the minute you find love
You're facing the light!
You're facing the light!
You're facing the light!"
351,angra,Secret Garden,Black Hearted Soul,"""""
Christus rectus
Anima nostro semen
Oh, miserere nobis
Gloria in excelsis

Omnipotens dominus
Primoris Agnus Dei
Christus rectus
Dona nobis pacem

Now my monster is awake
Have no guilt for my mistakes
Still I know I have a lot to learn
I can see it through your eyes
All your demons in disguise
I'll protect myself from getting hurt

Won't be a fool no more
Won't fall into your trap

You control your evil side
And I do the same with mine
Just don't want you in control of me

Won't fall into your curse
I see you everywhere

Go! Black Hearted Soul
Won't you fly on the wings of tonight?
Find your way through the rainbow of darkness
Towards the light
Won't you go! Black Hearted Soul
You will fly on the wings of a dream
Find your way through the rainbow of darkness
Towards the light

From the king of the darkness
And find your way out

Won't be a fool no more
Won't fall into your trap

Go! Black Hearted Soul
Won't you fly on the wings of tonight?
Find your way through the rainbow of darkness
Towards the light

Won't you go! Black Hearted Soul
You will fly on the wings of a dream
Find your way through the rainbow of darkness
Towards the light

Through the darkness
From the king of the darkness
Find your way out"
352,angra,Secret Garden,Final Light,"You take the time to find a way
And through it seems so clear
A silent wonder still remains

Is there more for me to learn?
Massive universe, save me once again

All the answers only led us to the edge
A final light never came and never will
So we fall and rise and walk again
The matter still prevails

The final light is the path and not the end
It's not the end

I take my time to understand
The matter in my hands
On an ordinary day

Mystery veiled by the dawn
Presents itself again
A never fading flame

All the answers only led us to the edge
A final light never came and never will
So we fall and rise and walk again
The matter still prevails

The final light is the path and not the end
It's not the end

All the answers only led us to the edge
A final light never came and never will
So we fall and rise and crawl again
The question still remains

The final light is the path and not the end
All the answers threw us back from where we came
This final light is the path and not the end
It's not the end"
353,angra,Secret Garden,Storm Of Emotions,"Wake up my friend
Today life will show the answers
It's time for you to face the risk
Dark clouds will go away

They know your fears
'Cause your mind can't hide connections
And disturb the harmony
For you to let it fade

Let it out, let it go
Grab the chances you've been waiting for so long
Let it out, take control
Find your way towards the places you belong

Wake up my friend
You're in charge of your connections
It's time for you to face the day
Dark clouds have gone away

All the past you had no harm
Or maybe never seem to care
The minute you wake up

Let it out, let it go
Grab the chances you've been waiting for so long
Let it out, take control
Find your way towards the places you belong

I'll wait 'til the storm of emotions
Changes its tides
Afraid that the strong clouds of sorrow
Will haze my sight and blind my eyes

Let it out, let it go
Grab the chances you've been waiting for so long
Let it out, take control
Find your way towards the places you belong

Let it out, let it go
Grab the chances you've been waiting for so long
Let it out, take control
Find your way towards the places you belong

Just wait the chances you've been waiting for so long
Please wait and find your way towards the places you belong"
354,angra,Secret Garden,Synchronicity II,"Another suburban family morning
Grandmother screaming at the wall
We have to shout above the din of our Rice Krispies
We can't hear anything at all

Mother chants her litany of boredom and frustration
But we know all her suicides are fake
Daddy only stares into the distance
There's only so much more that he can take

Many miles away
Something crawls from the slime
At the bottom of a dark
Scottish lake

Another industrial ugly morning
The factory belches filth into the sky
He walks unhindered through the picket lines today
He doesn't think to wonder why

The secretaries pout and preen like cheap tarts in a red light street
But all he ever thinks to do is watch
And every single meeting with his so called superior
Is a humiliating kick in the crotch

Many miles away
Something crawls to the surface
Of a dark Scottish loch

Another working day has ended
Only the rush hour hell to face
Packed like lemmings into shiny metal boxes
Contestants in a suicidal race

Daddy grips the wheel and stares alone into the distance
He knows that something somewhere has to break
He sees the family home now looming in his headlights
The pain upstairs that makes his eyeballs ache

Many miles away
There's a shadow on the door
Of a cottage on the shore
Of a dark Scottish lake

Many miles away...
Many miles away...
Many miles away...
Many miles away...
Many miles away..."
355,angra,Secret Garden,Violet Sky,"You always come to me, moaning through the years
About your past.
And strange as it may seem, it never came to you,
The way ahead

Fears you try to hide, hurting deep inside
You can't deny the past!

Tears of a violet sky
Lost in the fallen rain

Seasons pass me by, the everlasting circle,
A wicked plan
Is it the destiny? Was it meant to be?
It will not matter anymore

Please, it's time to break the chains
The past you cannot change
Time to let it go

Things you try to hide, hurting deep inside
You have to live behind!

Tears of a violet sky
Lost in the fallen rain
Dead roses hear my cry
Flowing in vain
Fears you try to hide burning deep inside
You can't deny the past!

Rinnega il tuo passato
Risplendi nell' oscuritá
Stella senza etá

((Renege your past
Shine in the dark
Star without age))

Riflessi di passioni
Celate tra le tenebre
Raggio di luce

((Reflections of passion
Hidden among the darkness
Ray of light))"
356,angra,Secret Garden,Secret Garden,"A moonlit sky
The pale light unveils the secret path
Gates covered in roses
Hide a silent place

I hear you breathe
Sighs in the wind are leading me
Into paradise
I come for you
I will forever return

Angels will call our names
They take us into the garden of dreams
And when your eyes meet mine
The light you shine will never die

Sing with me
The lullaby that sets me free
All my fears fading
Your sweet embrace

Talk to me
Make all my sorrows disappear
In my black hours
I come to you
I will forever return

Angels will call our names
They take us into the garden of dreams
And when your eyes meet mine
The light you shine will never die

Angels will call our names
They take us into the garden of dreams
And when your eyes meet mine
The love we share will never die

Come
Meet me tonight
Come to our secret garden

Hide
With me, hide in your arms
Hold me forever

Come
Meet me tonight
Come to our secret garden

Hide with me, hide by your side
Hold me forever

Here in your arms

Angels will call our names
They take us into the garden of dreams
And when your eyes meet mine
The light that shines will never die

Angels will call our names
They take us into the garden of dreams
And when your eyes meet mine
The light that shines will never die

The light you shine will never die"
357,angra,Secret Garden,Upper Levels,"You've been there for so long.
Have you found all the choices you have?
Once you know what to do,
Have your thoughts on the way you behave

Open your eyes now. Don't be afraid
Find the connection knowing yours and others' fate
Call it divine or call it insane
I say life is flowing much beyond your veins

Take the best that you have
Realize that your talents are there
What you aim for so much
Tell me, why do you want it so bad?

Open your eyes now. Don't be afraid
Find the connection knowing yours and others' fate
Call it divine or call it insane
I say life is flowing much beyond your veins

The father the star
The tinier the grain of sand
They came from the same start
And will be led towards the same end

What's the image of you?
Exactly how do you picture yourself?

Open your eyes now. Don't be afraid
Find the connection knowing yours and others' fate
Call it divine or call it insane
I say life is flowing much beyond your veins
Much beyond the time, far beyond the space
Something you can feel within but never understand"
358,angra,Secret Garden,Crushing Room,"These days I can not find
A way back of the dark
I lost my senses

In my reflection a shadow of the man
I'm just a stranger to myself

No, the silence, is coming!

Please don't cry again
Please don't shed the tear
'Cause I can't bear to face what I did
Let me take your hand
Please let me back to your side
In your eyes I see what I've become!

This room without you
Becomes way too small
I feel its crushing my brain
My broken mirrors, glass on the floor
Scattered pieces of my soul!

No, the silence, keeps coming!

Please don't cry again
Please don't shed the tear
'Cause I can't bear to face what I did
Let me take your hand
Please let me back to your side
In your eyes I see the man I am!

Don't hide your face, don't hide away
Oh don't you hide from me!
I look to you for my relief
Please take me out of here!
I came to my wrong turn
I failed bid you to give me fate
So hear me!

Please don't cry again
Please don't shed the tear
'Cause I can't bear to face what I did
Let me take your hand
Please let me back to your side
In your eyes I seal the man I am"
